epoch,loss,val_loss,binary_accuracy,val_binary_accuracy,test_binary_accuracy,precision_1,val_precision_1,test_precision_1,recall_1,val_recall_1,test_recall_1,f1_score,val_f1_score,test_f1_score
0,0.3287929594516754,0.33742478489875793,0.8999860286712646,0.8999983668327332,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3197972774505615,0.3633742034435272,0.8999563455581665,0.8999983668327332,0.9,0.4273504316806793,0.0,0.0,0.0010000000474974513,0.0,0.0,0.0019953309736513557,0.0,0.0
2,0.30145445466041565,0.3121308386325836,0.8999846577644348,0.8965195417404175,0.89166665,0.4978795647621155,0.3888888955116272,0.0,0.023479999974370003,0.0608999989926815,0.0,0.044845103971716586,0.10530865971904492,0.0
3,0.27819180488586426,0.3258199393749237,0.9014765024185181,0.888740062713623,0.8828125,0.5453428626060486,0.3481661379337311,0.07692308,0.08876000344753265,0.1290999948978424,0.015625,0.15267123425224785,0.18835715588025,0.025974023330844604
4,0.25814399123191833,0.2651080787181854,0.904794454574585,0.899649977684021,0.88125,0.5768023133277893,0.4965021014213562,0.14285715,0.18002000451087952,0.2484000027179718,0.0375,0.2743998194231103,0.3311337718111926,0.05940593903856328
5,0.24207164347171783,0.2503916025161743,0.9094577431678772,0.9054404497146606,0.87916666,0.6112025380134583,0.5474528670310974,0.14285715,0.25992000102996826,0.31380000710487366,0.041666668,0.3647334453330922,0.398932106302985,0.06451612781526621
6,0.2271459996700287,0.2373519092798233,0.9141706228256226,0.9077401161193848,0.8830357,0.6380822658538818,0.5591200590133667,0.25641027,0.32739999890327454,0.3659999966621399,0.08928572,0.4327539481619289,0.44240298600204847,0.13245034028295385
7,0.21296308934688568,0.23531553149223328,0.9193621277809143,0.9102303981781006,0.884375,0.6660719513893127,0.5738627910614014,0.3,0.3882800042629242,0.39739999175071716,0.1171875,0.49058080897088124,0.46960116277811353,0.16853931698687427
8,0.20016293227672577,0.23244228959083557,0.9241882562637329,0.911179780960083,0.8833333,0.689513623714447,0.5773595571517944,0.3,0.44001999497413635,0.4171999990940094,0.125,0.537212480506108,0.48438407290150093,0.17647058614548955
9,0.18723057210445404,0.22596392035484314,0.9288364052772522,0.9145397543907166,0.88499993,0.709114134311676,0.5950575470924377,0.33783785,0.4889200031757355,0.45509999990463257,0.15625,0.5787816407850204,0.5157524941293639,0.2136752070306559
10,0.17394742369651794,0.24242866039276123,0.9340443015098572,0.9105700254440308,0.8852272,0.7326045632362366,0.5666204690933228,0.3488372,0.5361199975013733,0.4494999945163727,0.17045455,0.619147710496946,0.5013104338809828,0.22900761932067037
11,0.16183294355869293,0.24313706159591675,0.9391703009605408,0.9104202389717102,0.8848958,0.7545027136802673,0.5635055899620056,0.35353535,0.5806199908256531,0.46230000257492065,0.18229167,0.6562383426411619,0.5079103390469927,0.24054983229029744
12,0.14827384054660797,0.2526709735393524,0.9444010257720947,0.9099997282028198,0.88461536,0.7759876847267151,0.5588512420654297,0.35714287,0.6242200136184692,0.4747999906539917,0.1923077,0.6918788408904569,0.5134083016464063,0.2499999954500003
13,0.13609877228736877,0.2483408898115158,0.9498043060302734,0.9127298593521118,0.88526785,0.7971882820129395,0.5742793679237366,0.37007874,0.6679800152778625,0.4921000003814697,0.20982143,0.7268869223399688,0.530023147340829,0.26780627468181184
14,0.124041348695755,0.2632599472999573,0.9546722769737244,0.9108598828315735,0.8875,0.8145250082015991,0.5622706413269043,0.3943662,0.7079200148582458,0.4902999997138977,0.23333333,0.7574901469507739,0.5238247808051941,0.29319371360087965
15,0.11268480122089386,0.26822981238365173,0.9598307609558105,0.910390317440033,0.8890625,0.8351256847381592,0.5586409568786621,0.41025642,0.7455000281333923,0.4948999881744385,0.25,0.7877718456158648,0.524842250558873,0.3106796225021457
16,0.10297029465436935,0.28267809748649597,0.9640190601348877,0.9097698926925659,0.89044124,0.8517395257949829,0.5539124011993408,0.4244186,0.7750999927520752,0.5019000172615051,0.26838234,0.8116145307336632,0.5266250637503661,0.3288288163316229
17,0.09290183335542679,0.3190860450267792,0.9681808352470398,0.9060102701187134,0.8899306,0.8667641878128052,0.5328307747840881,0.4224599,0.8056399822235107,0.4876999855041504,0.27430555,0.8350850747650256,0.5092674688583271,0.3326315904719608
18,0.08464005589485168,0.3245827853679657,0.9715191125869751,0.9055497050285339,0.8911185,0.8808443546295166,0.5303311944007874,0.43283582,0.8270599842071533,0.4851999878883362,0.28618422,0.8531052907325515,0.5067627485080939,0.34455447490708907
19,0.07763636112213135,0.32237064838409424,0.9745160341262817,0.9075594544410706,0.89000005,0.8912481665611267,0.5404884219169617,0.42592594,0.8486999869346619,0.5045999884605408,0.2875,0.8694538414250873,0.5219279941190818,0.34328357540733356
20,0.07053851336240768,0.3339954614639282,0.9775586128234863,0.9078096747398376,0.8910715,0.9043755531311035,0.541930615901947,0.4347826,0.8672599792480469,0.5047000050544739,0.29761904,0.8854289775510344,0.5226531242162263,0.35335689958190164
21,0.06519930064678192,0.3429252505302429,0.9793105721473694,0.9087399244308472,0.8917614,0.9105818867683411,0.5462727546691895,0.4408163,0.8794400095939636,0.5159000158309937,0.3068182,0.894740048028837,0.530652127329348,0.36180903057144287
22,0.06103328987956047,0.3648807108402252,0.9812991619110107,0.9063303470611572,0.89320654,0.9182736873626709,0.5335168838500977,0.45173746,0.8923599720001221,0.5037999749183655,0.31793478,0.9051313866617535,0.5182327614537207,0.37320573159042786
