epoch,loss,val_loss,binary_accuracy,val_binary_accuracy,test_binary_accuracy,precision_1,val_precision_1,test_precision_1,recall_1,val_recall_1,test_recall_1,f1_score,val_f1_score,test_f1_score
0,0.20087271928787231,0.45117032527923584,0.9255968928337097,0.8999983668327332,0.9,0.7278770208358765,0.0,0.0,0.40880000591278076,0.0,0.0,0.5235543972500948,0.0,0.0
1,0.10231290012598038,0.09681527316570282,0.9588215947151184,0.9627999067306519,0.9375,0.8196656107902527,0.8453585505485535,0.875,0.7541333436965942,0.7685999870300293,0.4375,0.7855351054699853,0.8051539761812959,0.583333328888889
2,0.07844801247119904,0.07591632008552551,0.9686679840087891,0.9693294167518616,0.95,0.8591578602790833,0.8576292395591736,0.875,0.8212833404541016,0.8313000202178955,0.5833333,0.8397937791105965,0.8442593978836131,0.6999999788512965
3,0.06798510253429413,0.07291292399168015,0.9728436470031738,0.9721894264221191,0.95937496,0.8761749267578125,0.869485080242157,0.8958333,0.8482833504676819,0.849399983882904,0.671875,0.8620035729153065,0.8593251803295135,0.7678571515378407
4,0.06135227531194687,0.06774567067623138,0.975492537021637,0.9733496904373169,0.96375,0.8878669738769531,0.8747317790985107,0.9047619,0.8639833331108093,0.8561000227928162,0.7125,0.8757623411208099,0.8653156140058904,0.7972027675314527
5,0.056547872722148895,0.06454455107450485,0.9774997234344482,0.9745696187019348,0.965625,0.8964799642562866,0.8790281414985657,0.89873415,0.8761000037193298,0.8647000193595886,0.7395833,0.8861728212864215,0.8718052087182387,0.8114285244809701
6,0.05219361558556557,0.061446044594049454,0.97900390625,0.9754499793052673,0.96696424,0.9030579328536987,0.8836570978164673,0.8947368,0.8849666714668274,0.8689000010490417,0.7589286,0.8939207733255389,0.876216414672788,0.8212560678096432
7,0.04882431775331497,0.0627763643860817,0.9805918335914612,0.9754090905189514,0.9679687,0.9101489782333374,0.8832977414131165,0.8918919,0.89410001039505,0.8689000010490417,0.7734375,0.9020531107603272,0.8760397133965032,0.8284518206639828
8,0.04494117200374603,0.06363993883132935,0.9822873473167419,0.9751493334770203,0.96875,0.9179181456565857,0.8800445199012756,0.8897638,0.9035833477973938,0.8701000213623047,0.7847222,0.9106943359460244,0.8750440128080106,0.8339483523666388
9,0.04251571744680405,0.06011055409908295,0.9833850860595703,0.9760391712188721,0.97124994,0.9227155447006226,0.8846620917320251,0.90140843,0.9099666476249695,0.8744000196456909,0.8,0.9162967478564554,0.8795011170889513,0.8476821165430956
10,0.03965885192155838,0.06515079736709595,0.9846054315567017,0.9753890633583069,0.97272724,0.9283230900764465,0.8804117441177368,0.9050633,0.9167500138282776,0.8723999857902527,0.8125,0.9225002513462865,0.8763875498668255,0.8562874027088078
11,0.03680180385708809,0.06275384873151779,0.9856528639793396,0.9767192602157593,0.97291666,0.9328470230102539,0.887396514415741,0.90229887,0.9228500127792358,0.8787000179290771,0.8177083,0.9278215849503949,0.8830268498142729,0.8579234915223948
12,0.034406427294015884,0.0651526004076004,0.9866102337837219,0.976219654083252,0.97307694,0.9367110133171082,0.8848717212677002,0.9,0.9287333488464355,0.8762000203132629,0.82211536,0.9327051176448234,0.8805145156105768,0.8592964857707408
13,0.03195394203066826,0.07021274417638779,0.9877483248710632,0.9756786227226257,0.975,0.9422359466552734,0.882067859172821,0.907767,0.9346666932106018,0.8736000061035156,0.8348214,0.9384360521280943,0.8778135067668256,0.8697674600965773
14,0.02962365187704563,0.0672832801938057,0.9886167049407959,0.9772491455078125,0.97583336,0.9460058212280273,0.8894041776657104,0.9099099,0.9396833181381226,0.8822000026702881,0.84166664,0.9428339653631035,0.8857874373878553,0.8744588721180856
15,0.027574237436056137,0.07354456186294556,0.9895163774490356,0.9764883518218994,0.9757813,0.950324535369873,0.884874701499939,0.90756303,0.9444166421890259,0.8792999982833862,0.84375,0.9473613732334221,0.8820785370009872,0.8744939565797779
16,0.025556091219186783,0.07124748826026917,0.990331768989563,0.9765687584877014,0.9764706,0.9537933468818665,0.8851222395896912,0.9094488,0.9491833448410034,0.8798999786376953,0.8492647,0.9514827569468244,0.8825033784292756,0.8783269945540196
17,0.02347043715417385,0.0672227293252945,0.991274893283844,0.9767584204673767,0.9770833,0.9584560990333557,0.8861944079399109,0.9111111,0.9539833068847656,0.8806999921798706,0.8541667,0.9562144675006634,0.8834386522164783,0.8817203822710903
18,0.02207029052078724,0.07630645483732224,0.9919029474258423,0.9759588837623596,0.9782894,0.9612032175064087,0.8818620443344116,0.91608393,0.9575666785240173,0.8770999908447266,0.8618421,0.9593814969491348,0.8794745664148206,0.8881355886795665
19,0.02078687958419323,0.07644525915384293,0.9926024079322815,0.9767789244651794,0.97874993,0.9644367694854736,0.8855966329574585,0.91721857,0.9613666534423828,0.8816999793052673,0.865625,0.9628992592742627,0.8836440053302241,0.8906752856115165
20,0.01932641677558422,0.07589036226272583,0.9930459260940552,0.97720867395401,0.97916657,0.9665825366973877,0.8877171874046326,0.918239,0.9636666774749756,0.883899986743927,0.86904764,0.9651223997190215,0.8858044697239893,0.8929663542282898
21,0.01798451505601406,0.08039587736129761,0.9934733510017395,0.9762288928031921,0.9789772,0.9686288237571716,0.8833349943161011,0.9161677,0.9659166932106018,0.8783000111579895,0.8693182,0.9672708523520708,0.8808103024170216,0.892128253864375
22,0.01684108003973961,0.08121813833713531,0.9940118193626404,0.9770286083221436,0.9793477,0.9712256789207458,0.8866579532623291,0.91714287,0.9687166810035706,0.8831999897956848,0.8722826,0.9699695524730972,0.8849255884298449,0.8941503957582262
